A1,A2,A3,A4,B1,B2,B3,C,D,E,F
75.9136876,47.07123317,37.88246737,26.41450049,186.9714358,103.361099,59.74802173,0.226123606,74.78888889,40.92222222,22
77.09983897,45.85560431,37.06809478,25.99188151,190.6595236,105.6212621,61.93330054,0.371609823,74.78888889,29.63333333,50
74.72753623,47.17501418,38.1892204,26.78996404,181.4626955,98.05798355,53.96887242,0.167841114,74.78888889,29.63333333,22
77.09983897,45.5179621,36.56773782,25.57499067,184.9387949,99.77737619,55.99810339,0.418082939,74.78888889,18.34444444,86
75.9136876,45.85068325,37.09339068,26.0310558,183.0789354,98.66342289,54.50057185,0.276987904,74.78888889,18.34444444,58
74.72753623,45.99933393,37.33102653,26.30050626,181.7001432,97.63319659,53.30349488,0.219073036,74.78888889,18.34444444,46
63.36828853,35.35405864,26.61075293,17.5566368,179.8964277,111.4039426,79.98596275,1.129574039,52.21111111,74.78888889,50
63.36828853,36.66350548,27.49474041,18.13374787,180.0767584,109.5457169,77.16242668,1.18152731,52.21111111,63.5,62
60.03706351,30.28370838,24.35341689,16.76277522,168.2253254,104.3886863,76.35844143,1.572200165,40.92222222,63.5,74
74.62292588,41.56480192,33.81291031,23.83672624,195.7747674,114.7315275,76.98931008,1.19016912,63.5,52.21111111,86
63.38041432,40.182038,32.88934098,23.25806744,150.0785286,76.68079026,37.20359882,0.084968835,63.5,7.055555556,38
68.348837,39.49529973,29.96713906,19.53815911,193.5075578,120.2489278,88.08704291,1.689143204,52.21111111,74.78888889,82
56.79722222,33.85896142,26.67275814,18.26977957,165.4316223,100.8607654,69.07249168,0.416201858,52.21111111,74.78888889,18
56.79722222,33.85034368,26.64794972,18.201858,160.9504459,95.89968123,64.22391477,0.446242558,52.21111111,63.5,22
61.2180106,33.8886466,27.20404278,18.96208197,165.8343816,96.43337806,63.15985829,0.822939716,52.21111111,40.92222222,62
52.11365118,29.1888376,22.2447098,14.78790989,154.6718307,95.77018602,68.8274239,0.959902493,40.92222222,63.5,42
49.94541686,27.9252125,22.28994726,15.38266261,144.9991067,85.53901284,57.35959008,0.781133582,40.92222222,40.92222222,50
47.97777778,28.27304407,21.94700185,14.80051105,143.2425923,85.96740979,58.98259831,0.672903279,40.92222222,52.21111111,34
60.03706351,29.02483276,23.00204544,16.3782216,153.5339015,89.80244568,60.98699925,1.42327274,40.92222222,40.92222222,90
46.71520468,27.92035324,22.01528859,15.03287375,134.3893836,78.04740992,50.85268056,0.483665685,40.92222222,40.92222222,30
42.92748538,26.53789534,21.59740913,15.23634795,111.7988575,59.46337318,33.93812363,0.076550024,40.92222222,29.63333333,6
44.19005847,26.67213738,21.56090511,15.11555796,120.5133961,65.43296469,37.73657163,0.264443535,40.92222222,18.34444444,34
55.07638945,24.30656179,19.31526624,13.41037707,157.6129486,102.8761906,80.30100357,1.93656592,29.63333333,74.78888889,70
58.84729889,24.49192447,19.21797103,13.77348197,152.114262,96.1117724,73.17746353,2.320491711,29.63333333,63.5,94
51.64678901,23.66739924,18.79676267,13.04753972,148.1981507,94.2441206,71.32442899,1.65581719,29.63333333,63.5,66
38.6299002,22.04054359,17.1250933,11.54179189,122.6636313,75.53785941,54.20068493,0.7032879,29.63333333,52.21111111,30
45.69074226,22.41400641,17.48352974,12.21044909,123.6904529,71.14194746,47.24015054,1.256069176,29.63333333,29.63333333,82
38.6299002,21.07330232,16.78362542,11.65342034,113.7208086,65.80776134,43.19831795,0.607067859,29.63333333,29.63333333,42
43.11064665,22.03040345,17.38276239,12.12365157,113.92204,63.05828392,38.92059907,0.924946783,29.63333333,18.34444444,90
31.25349795,19.48838509,15.91342831,11.27958425,80.57160091,39.66551067,20.10007153,0.091801318,29.63333333,7.055555556,22
51.9206492,18.79572758,14.21351251,9.974789188,138.546335,93.43037004,76.47505992,2.969708791,18.34444444,74.78888889,90
31.87450322,15.40772338,11.90150655,8.050412757,109.2501572,76.09886219,57.55488763,0.656284511,18.34444444,74.78888889,18
43.93852727,17.66319511,13.61730257,9.449329411,126.7177651,83.19914667,65.82403949,1.871708541,18.34444444,63.5,62
43.93852727,17.45421172,13.43846811,9.289133378,125.8819837,82.74441216,65.41809281,1.749971234,18.34444444,63.5,58
37.33595435,16.77763647,13.01624615,8.979958452,114.8480324,73.23062749,55.8780409,1.330909773,18.34444444,52.21111111,50
40.84781449,12.88616166,9.168818231,5.996932151,110.859799,79.67975182,66.54838894,3.303238952,7.055555556,74.78888889,82
36.63351964,12.40186799,8.931111968,5.873540364,101.4646384,70.28681276,57.56595826,2.578193163,7.055555556,63.5,70
32.80066507,11.84286566,8.648808737,5.723406028,97.47511164,67.97599688,54.8936718,1.836809696,7.055555556,63.5,50
29.31472623,11.32952325,8.326075177,5.518009957,93.66811548,65.87621533,52.38568599,1.386563094,7.055555556,63.5,38
26.14430338,10.6021586,7.831937917,5.188845325,87.39752284,62.3070694,48.09702353,0.924050943,7.055555556,63.5,26
23.26083887,9.604718431,7.124584774,4.712229272,73.32804339,50.85520281,37.81079761,0.546088548,7.055555556,52.21111111,18
36.63351964,12.12116951,8.598753357,5.582317203,87.40039414,54.9990403,42.46313488,2.730695811,7.055555556,40.92222222,94
29.31472623,11.09598281,8.157466648,5.403038582,80.93155066,51.57317055,39.55615711,1.382145793,7.055555556,40.92222222,50
16.08400763,7.521907957,5.636952923,3.75064312,45.06265772,28.7705563,19.45763926,0.119882597,7.055555556,29.63333333,6
20.63835978,9.104882318,6.835093395,4.556647016,52.21735827,27.17515056,15.54821524,0.521691506,7.055555556,7.055555556,74
16.08400763,7.80794554,5.929042407,3.981330301,38.88597427,20.21210294,11.91866716,0.1951313,7.055555556,7.055555556,26
14.11111111,6.498918138,4.916378067,3.301863684,28.0449181,14.69278711,8.486749351,0.041292563,7.055555556,7.055555556,6
140.9147826,75.10127258,57.54989095,39.00195029,302.8878604,181.7312661,118.2843074,1.192642476,134.62,134.62,66
138.7797101,77.54072864,60.5586776,41.32906265,309.2907224,186.1296147,122.4493384,0.810933777,134.62,134.62,46
138.7797101,77.72454627,60.7634152,41.43876232,300.8107194,176.6352438,114.5187423,0.766620487,134.62,114.3,50
136.6446377,80.45361519,63.45349617,43.57028246,287.2897323,159.3254747,94.35155169,0.575592416,134.62,53.34,78
136.6446377,80.97107172,64.16385095,44.32721472,287.238974,159.3995077,93.74207842,0.485769656,134.62,53.34,66
124.8474576,63.778297,47.98626272,31.99155766,278.6837518,171.4428375,113.9736486,1.633121792,114.3,134.62,78
124.8474576,63.63187961,47.60960158,31.72471551,277.8853201,170.9141122,113.1653917,1.716198761,114.3,134.62,82
116.2372881,67.72877891,53.17786413,36.33766424,268.8987743,156.9219138,100.8196946,0.629489884,114.3,93.98,42
122.6949153,66.16169314,50.02270219,33.41845783,259.0777535,146.0980959,92.08771929,1.148537079,114.3,73.66,94
114.0847458,70.11437384,56.51181521,39.56711265,260.7151626,147.5019908,87.5074048,0.210877793,114.3,73.66,18
116.2372881,69.44939352,54.80396829,37.78512335,259.2855115,145.2326235,87.06839201,0.505401559,114.3,53.34,58
114.0847458,70.75546451,57.8697237,41.06339295,242.0469772,128.4120808,65.89683366,0.078545759,114.3,33.02,14
114.0847458,68.65972952,55.65773902,39.22750043,240.3794712,126.433604,65.2198602,0.218907359,114.3,12.7,98
110.1924191,55.356113,40.35274129,26.41048229,260.8912949,166.1257745,117.007012,2.12028757,93.98,134.62,90
95.5675,58.09450952,46.58477822,32.44672759,230.8158428,132.5557388,81.46681798,0.254485553,93.98,73.66,18
93.345,56.72830704,45.78447816,32.11649074,209.8085426,110.8224505,58.2250338,0.246457787,93.98,12.7,90
79.54210525,45.32263488,34.88823318,23.45331563,233.418243,152.9092978,107.0424798,0.878028575,73.66,134.62,30
86.36,46.71133791,34.4774953,22.65581718,221.8569508,136.8337095,98.26559434,1.565659608,73.66,93.98,74
79.54210525,45.75609663,35.38626547,23.89317878,205.4825478,121.9630071,81.37989017,0.747707093,73.66,73.66,42
77.26947368,45.92648128,36.21251052,24.81834282,201.4255246,118.7353598,77.43170704,0.460215763,73.66,73.66,26
74.99684211,46.38774418,37.12360106,25.76757767,198.4987028,116.1752419,74.25273896,0.243847308,73.66,73.66,14
84.08736843,48.1614742,36.37171443,24.20965873,209.2296405,121.3742726,79.86391783,1.089302946,73.66,53.34,86
79.54210525,44.82702015,36.04839198,25.34444556,193.587429,108.2708346,65.7677806,0.623783269,73.66,33.02,74
74.99684211,45.52573,36.86483578,25.8504511,175.873892,93.06237473,49.18081551,0.198711514,73.66,12.7,58
72.72421053,46.10708367,37.75738566,26.80976958,172.2891666,89.8915846,45.36556881,0.101913893,73.66,12.7,30
58.70222222,35.14676928,27.57488689,18.88559297,202.0268144,138.771018,98.02714467,0.482161289,53.34,134.62,14
66.04,37.02857379,27.30691836,17.81446931,195.5758228,125.524908,94.30507477,1.511951656,53.34,93.98,58
73.37534083,39.79543259,32.35938896,21.98025689,198.3252183,122.4650856,89.58852082,1.903283855,53.34,73.66,98
63.59407408,35.89630078,27.06982563,17.91036451,180.8622735,111.5100059,79.55512818,1.09948377,53.34,73.66,50
56.2562963,34.39485789,27.51205595,19.08784024,153.661038,88.41512974,55.9985463,0.240252902,53.34,53.34,14
43.03058823,24.08085125,18.46794683,12.38652373,162.5534474,115.614228,85.79304852,0.88566191,33.02,114.3,22
57.3741058,27.79809069,22.10382417,14.84943801,177.0575517,119.3483393,95.95596859,2.118301554,33.02,93.98,70
34.96235294,21.88406027,17.77252005,12.52463577,98.22773753,53.63205366,32.94129291,0.095129767,33.02,33.02,6
40.34117647,22.98800032,18.22313723,12.62811749,112.055028,60.74964332,35.42677972,0.575600587,33.02,12.7,86
47.05974609,17.2103366,12.95229408,8.909642483,168.6561415,132.8864175,114.1246815,3.471306003,12.7,134.62,70
37.1490476,15.22108997,11.50472014,7.76941067,152.8961527,121.5754908,95.69562282,1.557574217,12.7,134.62,30
32.85583924,13.28824195,9.979471893,6.691496245,138.2879173,108.8827692,78.66840127,0.706343915,12.7,134.62,14
52.76650722,16.71768484,12.27534242,8.289747453,139.9492202,101.8326555,87.15665901,4.028266673,12.7,93.98,98
28.95121373,13.34299662,10.12462523,6.82563768,102.5702126,72.80020286,56.04872582,0.811063578,12.7,73.66,22
21.77142857,10.77088964,8.363783858,5.752387794,53.77046533,28.40325124,17.42075761,0.222901747,12.7,12.7,22
81.58490566,51.57345682,42.03373442,29.69584526,194.9115577,105.7808534,57.96377034,0.09656534,82,42,10
62.6225754,36.64459479,28.53324661,19.20500687,176.0270813,104.8894095,71.55775592,1.006834855,53,53,62
57.15942029,34.587389,27.13623185,18.50240394,160.8202969,94.12031616,61.54318251,0.512903855,53,53,30
56.31884058,33.65711689,26.9792215,18.81221721,145.1175729,77.91380019,43.55500445,0.38782012,53,13,82
52.95652174,33.48019031,27.43619787,19.50347194,126.6961771,63.15018299,29.50103982,0.05737918,53,5,30
103.8917293,64.37049983,52.69916253,37.52113179,215.1966913,109.3679502,50.6228355,0.021545086,105.2285714,18.14285714,6
50,29.38885762,23.49421535,16.35704105,132.3508147,71.39810596,40.65703978,0.466335795,45,13,86
46.61016949,29.3702538,23.88726829,16.77509145,118.3292514,60.7131379,30.51283304,0.13322921,45,5,62
45.76271186,28.93817623,23.68055575,16.75999093,113.3792242,56.82742752,27.35800646,0.082237805,45,5,38
44.91525424,27.93626222,22.83591653,16.21077259,104.8094173,49.92257619,22.18341916,0.02336471,45,5,10
44.90666116,24.93270942,19.80197615,13.78356042,124.203468,69.29250483,42.5866747,0.633767935,37,21,66
43.38284216,24.92808035,19.92514132,13.87781424,116.9956508,63.32542066,36.54299013,0.46047237,37,13,74
40.25,24.45068149,19.82897009,13.94789169,107.8322522,57.10893668,31.66562138,0.208225605,37,13,34
53.09088602,23.2897436,18.05727947,12.7897507,136.5128519,82.0224539,58.75668456,1.91741234,29,45,94
47.30817545,22.33106122,17.34384614,12.14766283,128.5143958,75.73560103,52.340472,1.471979125,29,37,82
38.62412424,21.2881793,16.86592344,11.56230665,116.7076126,69.1971398,47.16210543,0.664601185,29,37,38
47.30817545,22.75110285,17.75974712,12.47639036,124.2249583,70.94338783,47.03099509,1.46023436,29,29,94
35.3943899,20.95631233,16.69073692,11.50936018,105.8878174,60.55956336,39.1489581,0.4351939,29,29,30
34,20.3367267,16.35082029,11.40292984,99.04399207,54.73662581,33.49557088,0.329347175,29,21,30
38.62412424,21.07055634,16.7494516,11.65531261,105.0770824,57.14159371,33.73088131,0.614586145,29,13,82
36.93093391,20.91185491,16.62204928,11.56119578,104.2196802,56.66573236,33.42060004,0.580716615,29,13,78
35.3943899,20.13305071,16.07336665,11.19576843,98.6428015,53.32117786,31.14466476,0.388659765,29,13,54
47.87170259,19.20320354,14.5716023,10.17199779,126.7324439,79.56057891,60.51062748,2.23546626,21,53,86
44.6410516,18.64440679,14.29771541,9.945668011,125.0057654,78.81606186,59.75943454,1.80843394,21,53,70
34.38964157,17.9011739,13.97099754,9.455092516,112.6285491,71.67000579,54.04141884,0.894807215,21,53,34
33.83178609,13.82524948,10.49084241,7.169487708,98.18967977,62.17321776,47.46110946,1.331996745,13,45,50
22.58823063,11.78932078,9.150718973,6.241293336,69.95538841,41.60532413,29.34818953,0.43061547,13,29,22
28.68715107,13.01630512,10.00513385,6.840543828,87.23972737,53.84234377,39.75726975,0.874098115,13,37,38
26.45855033,12.56739332,9.734540531,6.631646529,79.94140014,49.49865083,36.4782169,0.60248518,13,37,26
20.91164962,10.74903876,8.326545826,5.675547985,64.46886304,40.40877159,28.51020241,0.24468744,13,37,10
19.38681774,10.33200026,8.035876556,5.49726753,60.2369303,38.10138733,26.42014807,0.148112985,13,37,6
33.83178609,13.88064451,10.29676384,6.932442436,89.78509173,52.75314739,37.26532809,1.645326145,13,29,78
33.83178609,13.50920522,10.11931251,6.845348989,87.98298262,51.94532786,36.69871362,1.352377765,13,29,66
26.45855033,12.50758595,9.60163245,6.553608576,80.15224764,47.75775198,33.83392057,0.73201731,13,29,38
28.68715107,13.14551506,9.923497981,6.685922513,76.86148214,41.75979856,25.70522108,1.077443145,13,13,94
26.45855033,12.54908589,9.610937304,6.540938567,72.23606903,39.29978715,24.36673012,0.75724005,13,13,66
24.4316626,12.31490062,9.533328706,6.544787764,69.6382956,37.8224786,23.53126756,0.62070042,13,13,54
19.38681774,10.06279392,7.889017923,5.428498602,48.69526503,25.71226976,15.68976938,0.15445314,13,13,14
20.91164962,11.34468101,8.950316456,6.209757065,57.68437823,29.27903372,15.87667439,0.31182995,13,5,66
18,10.09738256,7.960514044,5.507496278,46.56484423,23.1476813,12.74350956,0.14088304,13,5,30
28.94727011,10.32610414,7.391896916,4.799373758,75.52584811,47.56111565,36.15185213,1.65497007,5,37,62
23.2445658,9.297346555,6.773513067,4.438111715,67.37201648,43.28677672,32.50206675,0.870613575,5,37,34
25.96076195,9.960060959,7.11121829,4.599741967,66.4070951,38.02309659,26.06225164,1.523761585,5,21,78
25.96076195,9.750861754,7.006203967,4.550082903,64.84557395,37.2246218,25.55925093,1.330854775,5,21,70
16.48405904,7.270312371,5.403509998,3.567068896,39.49059076,20.29485084,11.39905306,0.257683095,5,5,50
86.53846154,49.58309436,38.22981878,25.74700167,214.5306017,125.1522605,81.79563282,0.824173095,80,65,56
114.3188406,61.43564034,46.34983141,30.98729775,254.7183887,148.4977304,98.32499626,1.28719916,106,90,82
114.3188406,62.19522129,47.04707999,31.40248109,250.7949096,143.0552231,91.86527296,1.17533685,106,74,90
107.5942029,64.45545697,51.3152937,35.49072819,250.0989365,142.9916254,87.80030596,0.384234245,106,74,30
112.6376812,63.75899279,49.07974068,33.14374947,249.9729931,140.9867731,87.81237025,0.879930795,106,58,86
107.5942029,64.94558709,52.04504824,36.17454627,244.2718527,136.7832791,80.59682252,0.306262145,106,58,30
109.2753623,63.01520931,51.1469513,36.20683084,247.3471147,137.9325427,82.86104943,0.60911977,106,42,82
107.5942029,65.47953934,52.12690652,36.11895722,244.465641,135.9645216,79.88941478,0.40085669,106,42,54
94.91525424,54.57122482,42.30883734,28.71867825,229.9371396,134.0844432,87.08102426,0.75339873,90,74,50
98.30508474,55.54590033,42.44088009,28.49096527,229.8225992,131.6152793,84.37642451,0.96793754,90,58,82
91.52542372,55.44870778,43.88957144,30.13765263,222.4600871,126.5094202,77.7068409,0.454152585,90,58,38
89.81332232,47.78311916,34.62124782,22.42625812,229.4851291,144.4403373,106.3237034,1.870415765,74,106,82
89.83050848,54.51347631,44.25578692,31.19020564,211.7299634,115.3667539,64.74314042,0.277321145,90,26,50
89.83050848,54.90022362,44.39157506,30.98775119,202.2207318,106.2690725,54.99695359,0.212570635,90,10,94
198.2567288,104.8786368,81.68009395,55.96673836,387.1782305,235.2857769,148.5385489,1.116049311,192.3142857,192.3142857,66
192.1565217,115.8722616,93.05649427,65.02249198,416.749212,255.8867583,168.0790608,0.336795786,192.3142857,192.3142857,22
195.2066253,104.9434881,81.66847921,55.99266214,373.1082646,219.392673,135.9773623,1.040523316,192.3142857,163.2857143,70
192.1565217,116.0392228,94.08351406,66.12340491,376.0147922,212.5155245,124.4118226,0.204162233,192.3142857,105.2285714,22
192.1565217,113.3790062,90.70063536,63.21689715,362.3025446,199.6581005,114.6455999,0.40874141,192.3142857,76.2,58
192.1565217,115.7513976,93.71736906,65.9987798,364.4145258,200.6704877,112.2387192,0.208830654,192.3142857,76.2,30
192.1565217,114.5842843,91.93165497,63.75261837,358.5873017,194.5428316,108.2357171,0.377962579,192.3142857,47.17142857,86
192.1565217,115.6537785,93.20314965,65.61375034,359.5714483,195.3848643,107.8076869,0.288588601,192.3142857,47.17142857,66
189.1064182,115.7902652,95.23102363,67.61606621,348.8776614,182.9292247,91.29805291,0.135400599,192.3142857,18.14285714,78
175.2784504,83.75368445,63.71826063,43.07867121,340.5807297,212.3375962,128.286121,1.948925201,163.2857143,192.3142857,94
175.2784504,84.66310999,64.55653029,43.8093922,343.9950204,214.6381183,131.9191811,1.849822138,163.2857143,192.3142857,90
172.2033898,86.86446903,66.53139847,45.22983911,336.3030357,202.1916951,125.0791177,1.469026961,163.2857143,163.2857143,82
146.05,72.73038077,55.37741753,37.58888934,327.0182602,212.14041,139.4857797,1.774476936,134.2571429,192.3142857,74
169.1283293,89.57588492,69.04523056,47.10215598,331.1120925,192.7329983,120.9099793,1.108241089,163.2857143,134.2571429,74
162.9782082,97.68344525,78.27032642,54.51227538,351.72011,207.4981838,131.9678077,0.358853856,163.2857143,134.2571429,26
162.9782082,101.1850713,82.60964717,58.56557828,344.4629326,197.0343153,116.4462793,0.107746499,163.2857143,105.2285714,10
159.9031477,96.41992458,78.50658814,54.97675607,308.9586118,162.5925046,83.20512024,0.192317336,163.2857143,18.14285714,90
159.9031477,98.6940641,80.84553928,57.55754765,312.4880974,164.4291913,83.18786288,0.154705362,163.2857143,18.14285714,74
136.525,78.44297745,61.46708754,42.05572221,341.0449346,220.0052071,148.4256551,0.780265902,134.2571429,192.3142857,34
142.875,72.69238255,55.15592454,37.38401035,310.5913695,193.6484793,125.2021334,1.663373156,134.2571429,163.2857143,78
142.875,74.02480615,56.51463532,38.29700238,300.2787221,179.9828634,116.5621763,1.342061467,134.2571429,134.2571429,74
139.7,75.78567176,58.53060406,39.80730374,304.9377196,183.1941602,120.049203,1.039477974,134.2571429,134.2571429,58
136.525,81.10322604,64.72157845,44.94078074,315.9296681,190.4544112,124.4676658,0.368493009,134.2571429,134.2571429,22
136.525,79.78773616,63.3210407,43.76211972,300.5371108,175.0010013,110.6984494,0.473911248,134.2571429,105.2285714,34
133.35,84.02314117,68.6830619,48.68410962,305.9571493,177.9562393,108.5305483,0.078412715,134.2571429,105.2285714,6
136.525,79.42119852,62.60322691,43.02689463,289.849571,163.6124664,99.56709596,0.567047004,134.2571429,76.2,54
136.525,80.91775587,64.15518449,44.21344765,286.4830619,158.4333356,92.84306653,0.509331267,134.2571429,47.17142857,78
130.175,81.4012923,66.83305157,47.51173707,272.9575046,144.2341322,73.65177781,0.139656408,134.2571429,18.14285714,54
110.3849624,63.37738015,49.5134835,33.84857284,308.5724509,206.8496777,142.4920658,0.727625048,105.2285714,192.3142857,26
107.1383459,64.0388888,50.45162242,34.67281564,292.7133259,188.9730679,129.3278447,0.540222078,105.2285714,163.2857143,22
120.124812,59.98591028,44.0087787,28.98156611,255.1181922,151.3420483,101.3878124,1.780582441,105.2285714,105.2285714,98
116.8781955,60.51556324,45.46929845,30.38429124,258.6908332,154.3288674,104.5203719,1.41707533,105.2285714,105.2285714,78
110.3849624,64.29506563,49.9700523,33.87506933,248.1027382,138.9323994,84.90387794,0.752947582,105.2285714,47.17142857,90
104.8219155,54.11038492,37.44585598,23.8219377,292.0338525,209.6295517,167.0402022,3.01048264,76.2,192.3142857,98
104.8219155,52.74930604,36.51949198,22.81408822,269.5876698,186.0137015,144.7609386,2.793609694,76.2,163.2857143,98
94.34285714,47.62196665,34.90028692,22.9274755,261.4573322,179.6831777,133.0962927,2.071686734,76.2,163.2857143,66
99.3340291,50.00467721,35.50200585,22.85102228,249.1355496,164.0228797,124.3292175,2.329748369,76.2,134.2571429,90
87.35449734,46.51879153,34.7800441,23.03372227,240.6457025,157.6363126,113.4486728,1.527275408,76.2,134.2571429,54
90.84867726,47.40899642,35.06855869,23.11211049,228.7108984,143.0552691,103.5192423,1.599709813,76.2,105.2285714,70
75.87941434,39.78270678,29.91467189,18.77274328,227.4111607,158.9206603,131.2362166,2.663133837,47.17142857,134.2571429,86
65.31428571,35.78859374,26.00874316,16.73298463,215.5350962,150.9171519,120.8752957,2.009419747,47.17142857,134.2571429,58
57.6302521,32.27300758,24.27803749,16.04282186,185.4758926,123.1521769,92.45245222,1.20656301,47.17142857,105.2285714,38
57.6302521,31.42378591,24.07647746,16.09635214,178.8970858,118.4767435,85.98242821,0.839551231,47.17142857,105.2285714,26
65.31428571,35.76615029,27.10164808,17.6891772,184.4121966,116.0993301,86.08450809,1.574774644,47.17142857,76.2,70
49.94621848,30.78158077,25.0061788,17.62327675,135.1171327,76.15056886,47.16647474,0.09924946,47.17142857,47.17142857,6
53.78823529,30.90221291,24.76670706,17.29524356,140.5146915,77.03937494,45.5161532,0.582354573,47.17142857,18.14285714,82
53.070068,19.88348605,15.11039331,10.45592827,160.6965971,116.0937324,98.8765407,3.200644567,18.14285714,105.2285714,82
46.9369132,18.66231402,14.2336646,9.792279327,136.9584923,92.51958074,74.97310582,2.175921872,18.14285714,76.2,66
25.91836735,14.40683916,11.18521175,7.697038426,97.99426824,68.95854269,48.559112,0.203018557,18.14285714,76.2,6
41.35887675,17.26209156,12.97414241,8.786056762,114.24785,70.99377297,52.86516843,1.626454856,18.14285714,47.17142857,66
36.28571429,16.6903389,12.72236653,8.660644491,93.26522895,51.43901654,32.37837609,1.266388509,18.14285714,18.14285714,94
46.22222222,28.39975256,22.99458521,16.14910261,142.3401697,88.14732741,60.87460053,0.14716775,42,74,6
84,47.97627049,36.18154321,24.05141432,210.4461567,122.7891317,81.53621521,1.12323805,74,58,82
82.25,46.12498084,37.47099804,26.76305605,203.3791338,115.466555,73.26048594,0.969575675,74,42,94
77,47.17016358,37.17415261,25.44111795,196.5369981,111.6161012,68.96920332,0.51771358,74,42,50
77,46.88686296,37.23628275,25.68245304,192.3847012,108.364628,65.53376301,0.397674825,74,42,38
73.5,46.15344553,37.67329493,26.65929819,169.7121843,88.08616066,44.10536112,0.04241156,74,26,6
73.5,46.3311267,37.95985623,27.05361736,167.5395222,85.65015092,41.10154673,0.06071124,74,10,22
